Site;Domaine;Activité/Equipement;Type (Activité ou equipement ) ;Propriétaire;Danger;Mode Fonctionnement;Risque;Lieu;Manifestation;Dispositif de maitrise;Type de controle;Méthode de controle;Decription PA;Porteur;Dat de début;Date fin;Avancement du plan d'action;Statut;Probabilité/Exposition;Gravité;Criticité;Maturité
Thiaroye;Exploitation;Supervision du réseau;1;;Bruit des climatiseurs;Normal;Nuisance sonore;Etres humains, Faune;;Climatiseurs dans des salles fermées;Préventif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Toutes les activités du site;1;;Encombrement par mobilier hors d'usage;Anormal;Pollution visuelle;Etres humains;;Existence d'une procédure de gestion du matériel réforméMatériel réformé dans une salle dédiée;Préventif;Manuelle;;;;;;;2;1;2;2
Thiaroye;Intervention;Production (abonnés et ressources réseaux) & Maintenance;1;;Bruit des perceuses;Normal;Nuisance sonore;Etres humains, Faune;; - Intervention en fonction de la disponibilité du client - Existence d'une brochure sur les comportements à avoir chez le client;Préventif;Manuelle;;;;;;;2;1;2;2
Thiaroye;Intervention;Production (abonnés et ressources réseaux);1;;Dangers cachés en perçant le mur (poussières, gaz, eau);Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'une brochure sur les comportements à avoir chez le client;Préventif;Manuelle;;;;;;;3;1;3;1
Thiaroye;Intervention;Production (abonnés et ressources réseaux);1;;Altération de l'habitat des  clients, bailleurs (destruction installations);Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Mise à la disposition des équipes d'un outillage adéquat pour percer les murs (perceuse, mèche) - Demande infos sur le câblage ou la tuyauterie auprès du client avant de percer le mur ;Préventif;Manuelle;;;;;;;3;1;3;1
Thiaroye;Intervention;Production (abonnés et ressources réseaux);1;;Altération de l'habitat des  clients, bailleurs (destruction installations);Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Remise en l'état avec du plâtre après les travaux;Détectif;Manuelle;;;;;;;3;1;3;1
Thiaroye;Intervention;Production (abonnés et ressources réseaux) & Maintenance;1;;Absence de balisage des chantiers;Anormal;Risque sur la  santé des Hommes;Etres humains;;Balisage systématique des chantiers : panneaux de signalisation, cônes, gardes fous,bande rouge blanc;Préventif;Manuelle;;;;;;;1;4;4;3
Thiaroye;Intervention;Production (abonnés et ressources réseaux) & Maintenance;1;;Déversement dans la rue de l'eau des chambres en période d'hivernage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Une citerne est mise à la disposition des équipes pour pomper l'eau des chambres et la déverser dans des zones autorisées;Préventif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Production (abonnés et ressources réseaux) & Maintenance;1;;Déversement dans la rue de l'eau des chambres en période d'hivernage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Déversement de l'eau des chambres dans la rue interdit par le Service d'hygiène et les Services techniques des Communes, ils font des rondes pour vérifier;Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Production (abonnés et ressources réseaux);1;;Mise en place de poteau, armoires en violation des propriétés de riverains;Anormal;Pollution visuelle;Etres humains;;Contrôle opérationnel vérifie les installations pour s'assurer du respect des normes d'ingénierie;Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Production (abonnés et ressources réseaux);1;;Non remise en l'état des remblais des tranchées après les travaux;Anormal;Pollution visuelle;Etres humains;; - Contrôle niveau 1 par le contrôle opérationnel  - Contrôle niveau 2 des travaux des sous traitants effectué par le service Qualité de RESA;Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Production (abonnés et ressources réseaux);1;;Non remise en l'état des remblais des tranchées après les travaux;Anormal;Risque sur la  santé des Hommes;Etres humains;; - Contrôle niveau 1 par le contrôle opérationnel  - Contrôle niveau 2 des travaux des sous traitants effectué par le service Qualité de RESA;Détectif;Manuelle;;;;;;;2;2;4;2
Thiaroye;Intervention;Production (abonnés et ressources réseaux)Maintenance;1;;Chambres surelevées par rapport au niveau de la chaussée et des trottoires;Anormal;Pollution visuelle;Etres humains;;Existence de norme d'installation des chambres (sur le trottoir ou sur la chassée). Voir avec RESA;Préventif;Manuelle;;;;;;;4;1;4;1
Thiaroye;Intervention;Maintenance préventive;1;;Déversement de produits toxiques, corosifs ( grésil, gasoil, acide...);Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien du site par un prestataire dont les employés disposent d'EPI nécessaires pour l'usage de produits toxiquessensibilisation faite  lors des réunions d'établissement (1/mois);Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Maintenance préventive;1;;Accumulation de branches après élagage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;L'élagage est sous traité et le transport des branches et des herbes fait partie du marché : le contrat avec le sous traitant exige l'enlèvement des branches et herbes après élagage;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Maintenance préventive;1;;Accumulation d'herbes après élagage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;L'élagage est sous traité et le transport des branches et des herbes fait partie du marché : le contrat avec le sous traitant exige l'enlèvement des branches et herbes après élagage;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Gestion de la logistique;1;;Encombrement par les pneus;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Pneus transférés au Garage dans le cadre de la gestion des déchets;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Groupes Electrogène;2;;Odeur du gasoil;Normal;Pollution de l'air;Air;;Prolongement et orientation du pot d'échappement des groupes électrogènes pour éviter le dégagement de la fumée vers les personnes;Préventif;Manuelle;;;;;;;3;2;6;1
Thiaroye;Intervention;Groupes Electrogène;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;;Prolongement et orientation du pot d'échappement des groupes électrogènes pour éviter le dégagement de la fumée vers les personnes;Préventif;Manuelle;;;;;;;3;2;6;1
Thiaroye;Intervention;Groupes Electrogène;2;;Vibrations du groupe électrogène;Normal;Risque sur la  santé des Hommes;Etres humains;;Groupes dans la cour et isolés;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Groupes Electrogène;2;;Chiffons de nettoyage laissés sur place;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Obligation du prestataire de remettre le site en l'état après entretien des groupes électrogènes - Contrôle du CI après intervention du prestataire;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Pylône;2;;Absence de balisage des équipements aériens;Anormal;Risque sur la  santé des Hommes;Etres humains;;Pylones balisés et peint en rouge blanc;Préventif;Manuelle;;;;;;;1;4;4;3
Thiaroye;Intervention;Transformateurs HT;2;;Rejet de diélectrique (huile sans PCB/PCT);Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'un contrat d'entretien semestriel des transformateurs ;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Redresseurs et Onduleurs BT;2;;Odeurs des équipements;Normal;Pollution de l'air;Air;;Redresseurs et onduleurs dans des salles fermées;Préventif;Manuelle;;;;;;;2;1;2;2
Thiaroye;Intervention;Redresseurs et Onduleurs BT;2;;Déchets de matériel électrique et électronique des redresseurs onduleur basse tension;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Existence d'une procédure : les modules remplacés sont remis à Energie;Préventif;Manuelle;;;;;;;2;1;2;2
Thiaroye;Intervention;MSC;2;;Bruit des MSC (ventilateurs);Normal;Nuisance sonore;Etres humains, Faune;;MSC dans des salles fermées;Préventif;Manuelle;;;;;;;2;1;2;2
Thiaroye;Intervention;BTS;2;;Ecoulement eau des climatiseurs;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Problèmes de drainage de l'eau des climatiseurs signalés dans GEDAL ou directement au fournisseur Matforce pour les sites techniques;Détectif;Manuelle;;;;;;;2;1;2;2
Thiaroye;Intervention;BSC;2;;Rejet Chaleur par les équipements;Normal;Risque sur la  santé des Hommes;Etres humains;;Climatiseurs (armoires) installés au niveau des BSC;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Climatiseurs;2;;Rejet Chaleur par les équipements;Normal;Risque sur la  santé des Hommes;Etres humains;;Condenseurs placés dans des endroits isolés pour éviter le contact avec les personnes;Préventif;Manuelle;;;;;;;1;1;1;3
Thiaroye;Intervention;Climatiseurs;2;;Fuite ou rejet d'eau glycolée de la climatisation;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Existence d'un contrat de maintenance des climatiseurs - Remise à niveau du systéme d'évacuation d'eau;Préventif;Manuelle;;;;;;;2;1;2;2
Thiaroye;Intervention;Véhicules;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;;Maintenance préventive et maintenance curative des véhicules (contrats);Préventif;Manuelle;;;;;;;4;2;8;1
Thiaroye;Intervention;Batteries;2;;Odeurs des équipements;Normal;Pollution de l'air;Air;; - Extracteurs d'air dans les salles batteries fermées - Entretien régulier des batteries (planning);Préventif;Manuelle;;;;;;;2;1;2;2
Thiaroye;Intervention;Batteries;2;;Fuite d'acide;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Equipements de protection individuels (gants, masques, lunettes, blouse, bottes) distribués aux agents concernés;Préventif;Manuelle;;;;;;;1;3;3;3
Thiaroye;Intervention;Batteries;2;;Fuite d'acide;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;De l'eau en permanence (robinet) dans les salles batterie pour verser en cas de déversement d'acide;Détectif;Manuelle;;;;;;;1;3;3;3
Thiaroye;Intervention;Batiment;2;;Paratonnerre ionisant (Paratonnerres et maillage de masse);Anormal;Risque sur la  santé des Hommes;Etres humains;;Installation de paratonnere Franklin à pointe non ionisant;Préventif;Manuelle;;;;;;;1;2;2;3
Thiaroye;Intervention;Imprimante;2;;Encombrement par cartouches déjà utilisées;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Organisation du recyclage des cartouches d'imprimantes : cartouche usagée remise pour obtenir une nouvelle cartouche au niveau du Magasin;Préventif;Manuelle;;;;;;;1;1;1;3
Agence Thiès;Commercial;Groupes Electrogène;2;;Odeur du gasoil;Normal;Pollution de l'air;Air;;Rallongement et réorientation du pot d'échappement du GE;Détectif;Manuelle;;;;;;;3;2;6;1
Agence Thiès;Commercial;Groupes Electrogène;2;;Odeur du gasoil;Normal;Pollution de l'air;Air;;;Préventif;Manuelle;Réorienter la cheminée du GERallonger le pot d'échappement et l'orienter vers le haut;;;31-12-2015;;Soldé;3;2;6;1
Agence Thiès;Commercial;Groupes Electrogène;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;;-le groupe est placé dans un local dédié- Vérification par le RCG du respect des normes de livraison par le fournisseur - Nettoiement du site en cas de déversement du gasoil lors du remplissage des cuves;Préventif;Manuelle;;;;;;;3;2;6;1
Agence Thiès;Commercial;ventes des produits;1;;Sonorisation lors des animations;Normal;Nuisance sonore;Etres humains, Faune;;Prise en compte du voisinage lors des prochaines actions d'animations (limitation du volume)Les animations se font aux heures d'ouverture, Pas la nuit;Détectif;Manuelle;;;;;;;2;1;2;2
Agence Thiès;Commercial;Climatiseurs;2;;Bruit des climatiseurs;Normal;Nuisance sonore;Etres humains, Faune;; - Signalisation des défectuosités à prendre en charge par le prestataire chargé d'assurer la maintenance par CGE;Préventif;Manuelle;;;;;;;1;2;2;3
Agence Thiès;Commercial;Groupes Electrogène(accueil);2;;Bruit du groupe électrogène;Normal;Nuisance sonore;Etres humains, Faune;; - Isolement des groupes électrogenes dans des abris - Maintenance préventive par le fournisseur et signalisation de tout dysfonctionnement pour la maintenance curative par le fournisseur;Détectif;Manuelle;;;;;;;1;2;2;3
Agence Thiès;Commercial;Véhicules;2;;Dégagemement de CO2;Normal;Pollution de l'air;Air;; - Signalistion à la DAL pour maintenance - Maintenance périodique du parc automobile - Proposition réforme des véhicules - Fixation d'objectifs de maintance des équipements affectés au personnel(note d'affectation des véhicules au personnel d'intervention, objectifs SAPER et vérification de la maintenance par le CI...);Préventif;Manuelle;;;;;;;4;2;8;1
Agence Thiès;Commercial;ventes des produits;1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers et emballagesExistence d'une procédures de gestion des dechetsExistence de filière de recyclage;Détectif;Manuelle;;;;;;;3;1;3;1
Agence Thiès;Commercial;ventes des produits;1;;Papiers, ticket GFA;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers;Détectif;Manuelle;;;;;;;3;1;3;1
Agence Thiès;Commercial;ventes des produits;1;;Utilisation de papier;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers et emballagesExistence d'une procédures de gestion des dechetsExistence de filière de recyclage;Détectif;Manuelle;;;;;;;3;1;3;1
Agence Thiès;Commercial;Gestion de la logistique;1;;Matériel et mobiliers à réformer laissés sur site;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Procédure de réforme et vente organisée des mobiliers réformés par l'agence suite autorisation de la DAL;Préventif;Manuelle;;;;;;;2;2;4;2
Agence Thiès;Commercial;Groupes Electrogène;2;;Déversement, fuite  de gasoil ou d'huile;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;; - Alimentation des cuves du groupe électrogène par le fournisseur tenu de respecter les termes du contrat (utilisation d'équipements conformes) - Présence du RCG lors de la livraison du carburant par le fournisseur-procédure et mode opératoire sur le dépotage du carburant;Détectif;Manuelle;;;;;;;2;1;2;2
Agence Thiès;Commercial;mobiliers;2;;Encombrement par mobilier hors d'usage;Anormal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Procédure de réforme et vente organisée des mobiliers réformés par l'agence suite autorisation de la DAL;Préventif;Manuelle;;;;;;;2;2;4;2
Agence Thiès;Commercial;Gestion du stock;1;;Emballage des terminaux, modems, postes, cartes, etc.;Normal;Pollution des sols, sous sols et du bâtiment;Sols, Sous sols, Eau, Flore, Bâtiments;;Entretien quotidien des locaux par un prestataire chargé d'évacuer les déchets papiers et emballagesExistence d'une procédures de gestion des dechetsExistence de filière de recyclage;Préventif;Manuelle;;;;;;;2;1;2;2
